TRUE,company_name,state,zip_code,full_time_employees,company_category,business_model,agency_name,agency_abbrev,agency_type,used_by,dataset_name
1090,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,District of Columbia,DC,State,YourMapper,Crime
1091,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Institute of Museum and Library Services,IMLS,Federal,YourMapper,Museums
1092,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Institute of Museum and Library Services,IMLS,Federal,YourMapper,Libraries
1093,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Kentucky,KY,State,YourMapper,Car Accidents
1094,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Kentucky,KY,State,YourMapper,Political Contributions
1095,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Kentucky,KY,State,YourMapper,Sex Offenders
1096,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Crime Reports
1097,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Building Permits
1098,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Health Inspections
1099,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,ABC Licenses
1100,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Property Maintenance
1101,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Property Values
1102,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Recent Home Sales
1103,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Louisville,LVL,City/County,YourMapper,Public Transit
1104,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,San Francisco,SF,City/County,YourMapper,Crime
1105,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,San Francisco,SF,City/County,YourMapper,Trees
1106,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,San Francisco,SF,City/County,YourMapper,311 Calls
1107,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper,Toxic Pollution Emmissions
1108,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper,Toxic Release Chemicals
1109,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,U.S. Environmental Protection Agency,EPA,Federal,YourMapper,Greenhouse Gas Emmissions
1110,YourMapper,KY,40204,10,Geospatial&Mapping, Business to Consumer,Multiple city and local data sources,,City/County,YourMapper,
1111,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Department of Labor,DOL,Federal,Zillow,
1112,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Department of Commerce,USDC,Federal,Zillow,
1113,Zillow,WA,98101,5000,Housing&RealEstate,Business to Consumer,Federal Housing Finance Agency,FHFA,Federal,Zillow,
1114,ZocDoc,NY,10012,1000,Healthcare,Business to Consumer,Department of Commerce,USDC,Federal,ZocDoc,zipcode data
1115,Zonability,TX,78702,50,Housing&RealEstate, nonprofit,Department of Homeland Security,DHS,Federal,Zonability,
1116,Zonability,TX,78702,50,Housing&RealEstate, nonprofit,Multiple city and local data sources,,City/County,Zonability,Uses city zoning ordinance data.
1117,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,PLUTO
1118,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,NYC ACRIS
1119,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Office of City Planning
1120,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Department of Buildings
1121,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Department of Finance
1122,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Fire Department
1123,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Department of Transportation
1124,Zoner,NY,10018,10,Housing&RealEstate, nonprofit,New York City,NYC,City/County,Zoner,New York City Office of Digital Information and Technology
1125,Zurich Insurance (Risk Room),IL,60196,10001,Insurance,Business to Consumer,Multiple federal data sources,,Federal,Zurich Insurance (Risk Room),
1126,ABC1,IL,60196,10,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC,
1127,ABC2,NY,60196,10,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1128,ABC3,NY,60196,50,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1129,ABC4,NY,60196,220,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1130,ABC5,NY,60196,510,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1131,ABC6,NY,60196,1050,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1132,ABC7,CA,60196,10,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1133,ABC8,CA,60196,10,Other,Academia,Multiple federal data sources,,Federal,ABC,
1134,ABC9,CA,60196,50,Other,Academia,Multiple federal data sources,,Federal,ABC,
1135,ABC10,CA,60196,220,Other,Academia,Multiple federal data sources,,Federal,ABC,
1136,ABC11,CA,60196,510,Other,Academia,Multiple federal data sources,,Federal,ABC,
1137,ABC12,CA,60196,1050,Other,Nonprofit,Multiple federal data sources,,Federal,ABC,
1138,ABC13,CA,60196,5100,Other,Nonprofit,Multiple federal data sources,,Federal,ABC,
1139,ABC14,CA,60196,10000,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1140,ABC15,CA,60196,10001,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1141,ABC16,CA,60196,300,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1142,ABC17,CA,60196,800,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1143,ABC18,TX,60196,10,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1144,ABC19,TX,60196,10,Other,Nonprofit,Multiple federal data sources,,Federal,ABC,
1145,ABC20,TX,60196,50,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC,
1146,ABC21,TX,60196,220,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC,
1147,ABC22,TX,60196,510,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1148,ABC23,TX,60196,1050,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1149,ABC24,TX,60196,5100,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1150,ABC25,TX,60196,10000,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
1151,ABC26,TX,60196,10001,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1152,ABC27,TX,60196,300,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1153,ABC28,TX,60196,800,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1154,ABC29,TX,60196,10,Other,Business to Government,Multiple federal data sources,,Federal,ABC,
1155,ABC30,TX,60196,10,Other,Nonprofit,Multiple federal data sources,,Federal,ABC,
1156,ABC31,TX,60196,50,Other,Nonprofit,Multiple federal data sources,,Federal,ABC,
1157,ABC32,TX,60196,220,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1158,ABC33,TX,60196,510,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1159,ABC34,TX,60196,1050,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1160,ABC35,TX,60196,5100,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1161,ABC36,TX,60196,10000,Other,Business to Nonprofit,Multiple federal data sources,,Federal,ABC,
1162,ABC37,TX,60196,10001,Other,Business to Consumer,Multiple federal data sources,,Federal,ABC,
1163,ABC38,TX,60196,300,Other,Business to Business,Multiple federal data sources,,Federal,ABC,
